,beer_id,username,review
178,259020,Czequershuus,"This beer pours a medium amber with an average head. The aroma features notes of pineapple, mandarin oranges, grapefruit peel, and caramel. The flavor is quite sweet upfront with caramel notes, followed by candied pineapple, overripe mango, peach, and a a burnt sugar finish. The mouthfeel is medium with abundant foam y carbonation. Overall this is a bit of a muddled beer, with too much sweetness and slightly off hop flavors. Decent, but not something I would get again."
180,259020,pat61,"L: pours brilliant copper amber producing a 1"" light cream colored foam collar with fair retention. S: smells like green tea, fruit, light malt, citrus and tropical fruit. It pours brilliant copper amber producing a 1"" light cream colored foam collar with fair retention. T: It starts with a light prickle on the tongue, tropical fruit, green tea, and lightly sweet fruit up front. Medium high hops emerge mid-palate leading to a slightly green tea astringent, drying bitter finish. F: medium body and medium high carbonation. O: This is a very drinkable beer but could use a little less carbonation."
184,259020,NilocRellim,"Clear bright amber colour, light citrusy hop nose and a little sweet, medium to heavy bodied, sweet and heady malt body throughout. Prominent earthy and citrusy hop finish which lingers. Slightly alcoholic in taste but not bitter."
201,311190,woodychandler,"I just wrapped up my stated intention for New Beer Sunday (Week 687) & while I was not done for the day, I decided to close out there. The CANQuest (tm) CANtinues with this N2 CAN. From the CAN: ""The Can That You Shake!""; ""Keep Me Ice Cold""; ""Get Whipped[:] 1[)] Gently Shake the Can to Activate Nitrogen. 2[)] Open Then Invert Can Over Your Glass And Pour Hard."" I had kept it cold, but I read in several places that agitation led to gushing so I erred on the side of caution. My Crack! & inverted Glug may have been a bit less aggro than the brewers intended, but it all seemed to work out. I got a decent cascade that formed two-plus fingers of dense, foamy, deep-brown head with excellent retention, still hanging in as I type. Color was dead Black/Opaque (SRM =44), allowing ZERO light penetration. In fact, I thought that it might be sucking the light out of the room. Nose was definitely chocolate, but it was a dark/baker's/semi-sweet chocolate. This was no playing around, especially with its ABV. Mouthfeel was big, thick & full, like a dollop had been scooped onto my tongue. The taste was rich and chocolaty, but really smoky and bitter. Whew! Finish was definitely dry and bitter, but with a lingering chocolate aspect."
204,311190,argock,"Poured from a 16 oz can into a nonic pint glass. 12/27/17 on bottom of can. A: Black body with 2-finger medium beige head with staying power but a little lackluster on the lacing. S: Delicious dark chocolate and medium caramel aromas with a little nutty note in there. I don't get much vanilla per se, but I think the intensity of the other aromas is heightened due to this addition. T: Flavor is a disappointment with a good blast of medium bittersweet chocolate with caramel sweetness but then it just heads to bitterness which seems off to me. The roast quality is too intense as well and does not work well with the above-average bitterness for the style. Alcohol presence is not heavy and there is no yeast character. M: Not as smooth as I was expecting due to the spiky bitterness. Medium body and low carbonation character due to the nitrogen. O: Decent beer but not a good value at all. I am not sure the imperial milk stout style works well but especially when the roast and bitterness is amped up like in this beer."
207,311190,Benish,"Poured from can. It instructed to ""shake gently"" and can still exploded when I opened it. Inverted the can while pouring and it formed a beautiful buckwheat pancake batter head. The beer is pitch black in color.Very rich aromas of milk chocolate and roasted malt but then it kind of cuts short. The tasting notes had very rich milk chocolate, almost brownie battered flavored with a rich sweet malt backbone. Just subtle hints of sweet vanilla at the finish. The mouthfeel is thick and creamy, very dense. Overall I find the aroma and flavors just a little muted, thanks to the nitro. Also more expensive when compared to the Lefthand Milk Stout. Still good beer overall. It really doesn't taste like an 8% beer."
215,311190,metter98,"A: The beer is jet black in color. It poured with a finger high dense tan head that has the consistency of chocolate mousse. The head died down, but consistently left a short head covering the surface. S: Light aromas of dark malts and a bit of roast are present in the nose. T: The taste has flavors of dark and chocolate malts with a light amount of roast and hints of coffee beans. There is a light amount of bitterness. No alcohol is perceptible. The roasted flavors become stronger in the finish and linger through the aftertaste. M: It feels medium-bodied and silky smooth on the palate with a moderate amount of carbonation. O: This beer drinks like a Guinness because it hides its alcohol very well. I found the smooth mouthfeel to be the most enjoyable part of this beer. Serving type: nitro-can"
218,311190,Dragginballs76,Appearance - Pours jet black with huge creamy tan head as expected. Aroma - Not many aromas coming out some smoke and oak and a little chocolate. Taste - Dark bitter chocolate oak and some pretty heavy smoke no noticeable alcohol. Feel - Thick creamy and full bodied. pretty dry finish Overall - Not a huge fan of the bitter flavor.
231,367057,REVZEB,"Had on tap. Best dipa I have had in Ireland so far. Lovely pour with plenty of white foam, really allowing the bitter aromas from the hops comes out to play. The taste is a lovely dry citrus and hoppy dipa. The body could use a little more fullness, perhaps so more hop resin would help, but otherwise a lovely ale"
238,104824,KFBR392,"Batch #209 Appearance: On an aggressive pour, only a light ring of head formed on the edges of the glass. Pours deep dark brown and sits jet black in the glass. Light active carbonation. This beer looks like a huge, menacing barrel aged brew. Smell: The front of the nose is filled with potent bourbon and that familiar lactose sweetness found in many PW stouts. The barrel character carries throughout bringing oak, light smoke, and cherries on the body. The vanilla meshes so well with the bright alcohol sting. Lingering milk chocolate rounds out on the back end. Taste: Lactose sweetness filled with milk chocolate and vanilla hits the palate first. Barrel character warms up on the front of the body and continues to build slowly through, lingering long after drinking. Mossy oak meshes well in the body with the sweetness and chewy malt in this brew brings. Expected more barrel character after the aroma but more of the chocolate, vanilla, and lactose come through. Mouthfeel: The mouthfeel is an excellent middle ground, providing rich heavy malts but being light enough to allow the decadent flavors to shine through. Carbonation is very light which really gives this brew the feeling of a dessert beer. Overall: Extremely impressed with this. I love that the bourbon characteristics in this brew are so familiar to actually drinking Buffalo Trace. A definite alcohol sting with perfect accents of cherries and oak are all too familiar. I love a big barrel character which this brew brings yet the vanilla and chocolate tones come through very clearly as well. Awesome."
240,104824,sbxx,"Batch #209 12oz bottle poured into snifter Appearance - Pitch black, very little head, settles into a ring around the glass. Minimal lacing. Smell - Straight up bourbon & cocoa. Mostly bourbon. Taste - Meh. The barrel overwhelms the base beer. This tastes like Jones Dog with a shot of bourbon added to it. Mouthfeel - Medium body, medium carbonation, dry sticky finish. Overall - Glad the bottle was free! Just another mediocre, overpriced beer from these guys."
