beer_id,username,text,score,name,style
266,ommegangpbr,"I was at a local deli looking for something I hadn't had before and found this critter. The green bottle, the screw tops, and the claim that it's the world's number one selling Indian lager didnt scare me off. This was a pleasant surprise. One of the best macro lagers I've had to date. Drinks very much like a good pilsner (mind you, I'd rather have a good pilsner but this makes for a fair to fine substitute). Pours golden with a bright white head that actually hangs around for more than 10 seconds. None-too terrible lacing for a macro. Fresh hop and citrus scent. A hint of malt, a hint of yeast and grass. A tinge metallic but no skunk or corn or rice or pee. Excellent while very cold and not at all offensive as it warms. This makes me think of how I learned to like beer when offerings were slim. This has that really nice hops bite that you find in some pilsners and lagers... like fresh Heinekan or Grolsch... shades of Prima Pils, maybe. By no means should you go out of your way to find this. It's in a green bottle and there's no freshness date to be found.. but it IS brewed in New York state so it's probably safer than many euro lagers regarding freshness and quality control. An excellent macro brew, and a decent beer.",4.45,Kingfisher Premium Lager,European Pale Lager
270,billybob,"pours a cloudy golden color with a fluffy white two finger head and a fair amount of lacing. aroma of grapefruit and other fruity notes. malty, bready, grapefruit, lemon flavors mix well for a great taste. mouthfeel is medium to thick and carbonation is good. really liked this one, does not leave you with that bitter after taste that most ipa have. good session beer.",4.85,Long Trail India Pale Ale,English India Pale Ale (IPA)
273,Redgar,A favorite. Love the malty richness; but has a bit of a kick. Deceptively smooth.,4.83,Double Bag,German Altbier
276,chrisakavern,My go to Pale Ale,5.0,Sierra Nevada Pale Ale,American Pale Ale (APA)
279,hopguy28,Been a fan of Sierra Nevada since highschool. This is my favorite Porter and others Ive turned onto it love it¡,5.0,Porter,American Porter
280,Rdovale1,Great smooth tasting beer. Cannot get any more in the US,5.0,Löwenbräu Original,German Helles
282,bethebean66,"This was my absolute favorite beer from Sierra Nevada. I still have a couple stored away, never to be had again, but to create a memory to hold onto. What has always been my favorite wheat beer, this was far superior to their current filtered wheat (Old Chico Crystal Wheat). I'm longing for the day that Ken and Brian decide to bring this one out of retirement, even if just for the Chico community. One can dream, right?",4.71,Sierra Nevada Wheat Beer,American Pale Wheat Ale
283,monkist,"Sierra's stout is perhaps more hoppy than any other stout. It feels subtly fruity and so it is much more enjoyable than a normal dry stout would be. Roast is full on but the body is much more interesting and richer than anything else. They admit it on the label, having used whole cone American hops, this is stout, West Coast style! This is the only stout I like!",5.0,Sierra Nevada Stout,American Stout
293,MaineBeerMan,"Amber brown color with a big head of foam that left rings on the glass with each sip. Aroma of malty sweetness with some hops in the background and a bit of caramel. Nice creamy mouthfeel with a big malty sweetness up front, well balanced by just enough hop bitterness. Malt flavors tend toward caramel with a bit of sweet hazelnut in the back. Finish is just a twinge of hoppy citrus that balances well with the malt character of the beer. This is yet another of my favorite local beers, I don't know how far the Shipyard distribution is, but it is worth looking for. As a side note, this is sometimes available cask conditioned, and if you ever have the chance to try it this way it is truly spectacular.",4.83,Old Thumper,English Extra Special / Strong Bitter (ESB)
296,far333,"Another excellent ale from Magic Hat. Slightly smokey due to the peat smoked malt. There's also some wheat malt and chocolate in the recipe which all make for a unique flavor. It's not out for long, so buy it when you can. My wife figured out the logo. I thought it was a funky falling leaf, but she informed me that if you look close, it's actually three overlapping hearts around the smiling face.",4.85,Jinx,Scotch Ale / Wee Heavy
297,BeerWithMike,"Sampled tonight on 1/24/14. Bottle chilled down to 36 degrees F in my beer cooler and poured into a pilsner glass. Pours a pitch black in color with almost a 1-finger beige head that settles down to just a thin ring around the top. Some spotty lacing is seen but not a lot actually. The aroma is of sweet roasted malts, chocolate with a hint of black coffee. The taste is even better and very so smooth! Perfect blend of tasty flavors. Perfect carbonation. No bitter or bitter aftertaste for this one! A FANTASTIC stout all the way!",5.0,Heart Of Darkness,English Stout
298,francisweizen,"An excellent NE I.P.A. from magic hat! This is my first MH beer and it was awesome. I look forward to sampling each and every beer that this brewery has to offer after this experience. This beer pours a wonderful light amber colour with a nice head that leaves excellent lace. This beer has some wonderful aromas of spicy hops, butterscotch, malts, and that wonderfullly fruity Ringwood yeast. This beer is balanced so well that I have to give it a perfect 5 for taste! It has a very spicy, hoppy taste that is perectly balanced by the ringwood yeasts fruitiness and some malts. The mouthfeel is crisp and full and the drinkability is almost perfect as well. What more can I say, I think that I am falling in love with this brewery! Cheers to paceyourself for sending me this bottle!, F.",4.79,Blind Faith,English India Pale Ale (IPA)
299,nicknacks,"My personal favorite. great mouthfeel, delicious flavor. Always enjoyable. If you like IPAs this is for you",5.0,#9,Fruit and Field Beer
307,AnalogReigns,"Koelsch is best drank at celler (50F) temperature, not ice cold. A: A beautiful beer, pours perfectly into a Koelsch glass, with a tall fluffy long lasting head (always a sign of a good German style beer). Light bright golden color, no cloudiness at all. S: Noble hops apparent in the smell, with some floral notes, as is typical of this style, as tasted in Cologne. T: This really is an excellent version of the classic Koelsch style. Slightly sweet very well ballenced, with a solid hop finish--and a very nice bread-like aftertaste. One can taste a very subtle kind of hint of cherry from the ale-temp fermentation (NO cherry flavor added thank you!) . M: Full but not thick...and very refreshing on the palate. A great alternative to weiss beers, in my opinion. D: Summer beer brings out the girly beers....and of course lots of weissens. This is a beer you can drink in the finest company--as it really is a delicate wonderfully tasting, the fussiest wine drinker may like it... but its not a trendy wheat beer either, and even bud drinkers will like it, I'd wager. This kind of beer could well turn a beer-philistine into a true beer-geek connoisseur. I spent a few days in Cologne last year, and sampled several brands of Koelsch there (and brought a Stange glass home). Koelsch is a tremendously tastey and rare style--and it's amazing how fast the Koelners can drink them, and serve them! This is the closest I've had in North America to what you get there. Koelsch is a very delicate beer, and spoils quickly, so even the German brands available on tap I've had in the USA don't taste as authentically Koeln-ish as Harpoon. Try it fellow Geeks!",4.88,Summer Beer,German Kölsch
310,Pnotuner,Amazing find. Nice creamy Porter with a sweet spicy coolness. Pulled from the bottle just out of the fridge. It might be my favorite ever.,4.97,Winter Warmer,Winter Warmer
311,BadAxeBeer,My go too. I could drink a case at one time. Classic beer Sam is undergrad. Harpoon is grad school. 98/100,5.0,IPA,English India Pale Ale (IPA)
313,normanrm1,close to a real German fest for a local brew,4.92,Octoberfest Beer,German Märzen / Oktoberfest
314,Saint,"This is a review of likely my top favorite beer out there, and available, I would boldly concur with my previous review... ""Simply One of My Top Five Favorite Beers. One of the most pleasant beers out there, it has a bold full flavor that is smokey and sweet. It bestows a smooth crisp mouth feel, and leaves only a little sweet aftertaste. It goes well with most meat based dishes, especially if they have a slight spice to them, and with its sweet smokey taste, it makes a wonderful warming beer for the chillier winter months."" But i would like to add a few things, I wasn't expecting it, but the greatest part came right after pouring this into an ice cold pint glass,that was the sweet aroma it bestowed me before I enjoyed it. It was delightful, I could smell complex array of coffee tones, hint of mocha, the robust sent of a bold porter, all of the above. Its be far on of the most pleasing beers to smell. I addition to the last review, I noticed on thing, I wont disagree with but would care to expand. It is a 'wonderful warming beer for the chillier winter months,' clear that was written in February 08, a very wintery month, however I discovered and first came to love this beer after having it chilled to the core, in the middle of summer, after working on a hot day. Since then it has never failed to disappoint me. I'm looking forward to the summer months and enjoying this brew all through it. Thanks again Harpoon, continue doing great things!!!",4.95,Harpoon Dark,Munich Dunkel Lager
318,Brianmerrilyn,Pours relatively cloudy yellow with medium to strong aroma. Deep frothy head provided poured correctly will provide excellent tangy taste at first then measured complexity to the finish. Excellent for a hot summer day in the backyard whilst grilling.,4.72,UFO Hefeweizen,American Pale Wheat Ale
321,tj4288,"i almost feel it unfair to rate a perfect score, because i recently reviewed another saranac brew as a perfect score, but i reviewed to style and my personal opinion and thats what i believe this beer deserves. poured from 12oz bottle into tulip glass. a- black body shows colors of brown and ruby when held to light. off white thick dense head hangs around the entire time. balls up when swirled. decent lacing. s- freshness. earthy light hops. sweet malt. well balanced. t- light earthy hops with low bitterness. also a light weak malt. well balanced yet not overly complex flavour. m- light body, light carbonation. smooth and silky. d- goes down easy geat price... i honestly cant get enough of this stuff. saranac black forest has been a favorite of mine for a long time and i finally got around to reviewing it. highly recomended to those who prefer a dark but not heavy or strong beer.",5.0,Saranac Black Forest Black Beer,German Schwarzbier
